MGI.symbol HGNC.symbol logFC logCPM LR PValue FDR asc1_count.x asc2_count.x asc3_count.x asc4_count.x neu1_count.x neu2_count.x neu3_count.x neu4_count.x astro1_count.x astro2_count.x endo1_count.x endo2_count.x micro1_count.x micro2_count.x neuron1_count.x neuron2_count.x oligopre1_count.x oligopre2_count.x oligonew1_count.x oligonew2_count.x oligomye1_count.x oligomye2_count.x asc1_count.y asc2_count.y asc3_count.y asc4_count.y neu1_count.y neu2_count.y neu3_count.y neu4_count.y astro1_count.y astro2_count.y endo1_count.y endo2_count.y micro1_count.y micro2_count.y neuron1_count.y neuron2_count.y oligopre1_count.y oligopre2_count.y oligonew1_count.y oligonew2_count.y oligomye1_count.y oligomye2_count.y
Cdc25c CDC25C -4.73048609982007 2.85141684254809 10.3697511360443 0.00128096813977331 0.0332804511963209 323 427 805 905 8 5 6 14 100 233 127 150 21 1 78 39 533 383 66 42 0 0 333.521867530012 506.230941209288 706.996185351642 862.464335122655 4.83824845332617 16.0707191458401 14.7630619735936 8.19254987149385 108.757510830095 126.731248520562 106.382997296418 112.576053655758 70.0776144624469 63.3568582114629 132.929901910122 140.095852374711 140.776756109974 143.631062000945 102.874833821049 100.815097899086 51.1597713337155 61.5989756122049
Cdc6 CDC6 -4.51039923601816 3.14802471963593 11.7940144031378 0.000594214621587428 0.0210580108123086 146 706 881 1371 10 10 12 14 106 184 352 410 33 21 71 56 364 569 39 45 0 3 302.556016786518 528.967168723585 850.93356298999 1195.68912625901 5.11707015245385 19.577943346526 20.7160404571607 13.2418283201812 133.640986173406 179.375315338355 130.723189251606 159.340063005635 86.1112159883087 89.6752502101701 163.343966293562 198.29156573986 172.986163192179 203.295298827757 126.412365815803 142.693614934139 62.8650126438141 87.18714448052
Cdca8 CDCA8 -4.4471298870723 4.38935215563601 24.7542424603516 6.51252960272279e-07 0.000267900141352005 576 1404 2283 3080 27 20 28 42 267 533 439 377 207 66 304 123 1055 1203 138 122 96 46 881.703499813161 1390.33244967905 2017.24554919678 2556.55160024466 15.6097414975869 53.8659815866668 51.4076122069675 29.6375162673495 323.425109788585 391.534387258916 316.363737250152 347.802114337907 208.39811410034 195.740111046491 395.309416253853 432.824140512974 418.644537310891 443.746120300892 305.931095416797 311.466809040093 152.139880124833 190.309157793774
Cdhr3 CDHR3 -5.34759822258348 0.821853479783005 10.3514621424287 0.00129372171601723 0.0334942742875859 330 44 63 142 1 3 2 1 6 16 12 9 12 0 12 9 0 0 1 0 0 0 168.009502514524 160.369112300328 140.848302425197 108.053340757949 1.55711923252345 3.25260646624265 1.8790362557527 0.655753048189629 6.85126708050472 5.02062586724788 6.70168268599876 4.45984911862588 4.41459582315125 2.50996565501695 8.37402634558571 5.5500823083306 8.86834525243305 5.69013430894458 6.48068309941044 3.99392331591492 3.22285104274235 2.44032481305848
Cenph CENPH -5.39569128225902 2.34726622095719 20.0675555793752 7.47541402551857e-06 0.00137424326198518 456 179 411 536 3 3 6 5 111 164 106 146 13 2 80 63 260 207 37 28 5 5 272.833329647221 377.714212499941 481.141970463452 535.351283615477 2.48308181688915 7.52280329210155 6.30321859673023 3.190410390675 81.4635867164894 86.5823786928525 79.6849841382972 76.9115953891062 52.4908466465798 43.2852004102543 99.5696435935079 95.7130327776832 105.447241220397 98.1282765489737 77.0572338587065 68.8765484926115 38.3206496418512 42.0842207096413
Cenpm CENPM -3.93559736759244 3.94368190136999 14.5674766157534 0.000135228517216966 0.00807499641720184 1094 885 1696 2002 22 149 16 23 104 135 233 240 25 7 111 58 416 514 52 24 16 26 1025.17080058517 1332.12072932012 1592.70358436071 1663.34377960766 25.8794964907056 73.59121171572 57.8748757733711 27.4951256819319 135.542732647168 135.214628046934 132.583414705761 120.111885582704 87.336601298955 67.5979611760502 165.668394006974 149.473857402197 175.447801910062 153.245713674894 128.211247115723 107.563652398867 63.7595983509511 65.7224060577695
Chaf1b CHAF1B -4.75796239275471 3.2724299186789 20.5145812248632 5.91787192479801e-06 0.00121205348692385 229 506 1082 1247 12 16 11 6 208 246 431 441 114 39 240 129 394 603 48 61 14 14 440.927830799645 624.996111534144 815.137984612909 928.62556853259 6.2777496181997 19.4731660282214 16.7056404352419 8.65747431924123 204.114063272213 222.117519036522 199.657620660071 197.308193778919 131.52035683034 111.043395564715 249.480354985685 245.541202505624 264.207184263147 251.737243344957 193.073565029197 176.695169409113 96.0157024861987 107.962414936316
Ckap2l CKAP2L -4.41196580819553 4.38061188149141 13.3855743527102 0.000253566991332519 0.0120741915583385 533 1528 2025 3137 29 25 29 35 393 800 271 390 106 21 102 223 1525 1317 186 92 2 15 865.238954043386 1366.29662731039 1985.17108713214 2519.45482910785 15.6963286035697 54.2412622632642 51.838864452897 29.9283442763393 328.794430594533 398.596487460735 321.615829141765 354.075416151968 211.857821760919 199.270672659235 401.87211967186 440.630983409885 425.59463721485 451.749962792665 311.009990487379 317.084731466731 154.66562039374 193.74176137956
Cma1 CMA1 -7.31040956185623 2.71538361041646 10.6317259162768 0.00111163918310083 0.0303731820342071 100 1030 717 1296 2 3 1 2 0 1 5 3 24 10 1 0 0 0 0 0 0 0 582.024771384565 726.225964522951 833.769660004526 836.13440320254 1.38630293115702 3.78539511576222 2.8586321907577 1.30408788966954 4.77918654906911 4.57809044337092 4.67484209456555 4.06674250755304 3.0794562129414 2.2887285534226 5.84140621028385 5.06087875247682 6.18622451072315 5.188586082706 4.52068108476078 3.64188502541601 2.24813982175001 2.22522609746024
Cmbl CMBL -4.38294127410327 2.29161625957041 15.9544706486059 6.48843573864778e-05 0.00511102366242739 405 224 297 411 2 2 30 3 262 165 68 78 13 7 88 32 247 256 45 63 16 47 240.807915409949 327.951602087846 410.953579758077 449.81244707141 4.44007467610161 13.2328090570145 10.9070625548998 5.43081590712386 97.5764101699378 102.01967065814 95.4460147172678 90.6246253550491 62.8731018237531 51.0027785895223 119.263695294527 112.778283862015 126.303833102983 115.624155941602 92.2985171733915 81.1569617209616 45.9001570903688 49.5876690097971
Crybb3 CRYBB3 -6.6741300250561 1.28733263067565 16.9713257663626 3.79486385885038e-05 0.00367308097292256 237 96 161 165 1 0 2 0 13 7 220 204 20 16 23 41 11 28 1 13 10 8 155.111187371794 173.835041695973 179.256759900389 161.461673062883 0.556554149183638 1.36497407016509 0.925838772815126 0.379356777083042 52.9653850441833 45.5707755475419 51.8089865330009 40.4807664491858 34.1281057708269 22.7822356258376 64.7374455779365 50.3764992315508 68.5588980082891 51.6477109198382 50.1004955253209 36.2516920790638 24.9150331483386 22.1501257531355
Crygn CRYGN -6.77559462811296 -0.674748753703373 12.0384721915071 0.000521136681265629 0.0195380078806651 91 8 54 38 0 0 0 1 1 14 4 21 1 1 5 0 2 1 2 4 0 0 30.3799164508042 54.7603968347558 90.8219057511656 131.57407471868 0.088122181619001 0.347606608710094 0.379214378230231 0.249909684348134 3.47158182944527 4.80404979435482 3.39578643863164 4.26746342143449 2.23690457019344 2.40169259922002 4.24317390623308 5.31066693216945 4.49364852863476 5.44467747239665 3.28380450301303 3.82163638395297 1.63303969725975 2.33505587277686
Ddx4 DDX4 -7.8124029378985 -1.79064970589813 9.87997115972645 0.00167087557895233 0.0384821095625273 0 18 47 22 0 0 0 0 3 11 0 10 0 0 9 6 1 3 3 0 0 0 3.29465993736881 9.82426586222595 26.9546458988139 64.598561198602 5.1345019443497e-09 3.35050759877961e-08 6.04667850670988e-08 6.59211338988822e-08 2.04028551189847 4.6706845799324 1.99573975571491 4.14899437997946 1.31465257346229 2.33501921693158 2.49375837029783 5.16323752064106 2.64096496610664 5.29352779459349 1.92992678282195 3.71554394577941 0.95975477415335 2.27023239248589
Deptor DEPTOR -4.13841693955851 2.35777190576634 16.1489563106561 5.85508238772025e-05 0.00474556853312502 195 356 401 504 3 12 4 19 84 124 59 69 81 45 303 408 32 11 68 24 74 60 172.205294368975 294.315781917573 462.833317133284 635.757317705399 3.76355972997481 14.0763039787681 14.5603712154247 9.0982481406778 99.9656641414569 131.165007655745 97.7831038695716 116.51458588144 64.4126113012232 65.5734310942436 122.183983683331 144.997179178629 129.396506161295 148.656069966044 94.5585367656043 104.342166925018 47.0240673923621 63.7540480511406
Dhfr DHFR2 -3.84696338856042 4.3661362828247 13.2871430261732 0.000267232393535817 0.0126033264836685 1292 1088 1320 1824 14 4 18 155 267 374 585 577 74 43 210 194 860 739 631 363 336 307 690.957110560862 1242.7067581263 2056.50723718824 2972.67557163887 18.5438196455276 72.9859957066456 79.4463348299289 52.2407874673903 384.839370871989 531.370142388319 376.437134672827 472.018972107496 247.970230801524 265.648316118652 470.373580920634 587.40645178987 498.139740798209 602.229195701838 364.023468577744 422.706582243116 181.029283069743 258.277708332695
Dhfr DHFR -3.84696338856042 4.3661362828247 13.2871430261732 0.000267232393535817 0.0126033264836685 1292 1088 1320 1824 14 4 18 155 267 374 585 577 74 43 210 194 860 739 631 363 336 307 690.957110560862 1242.7067581263 2056.50723718824 2972.67557163887 18.5438196455276 72.9859957066456 79.4463348299289 52.2407874673903 384.839370871989 531.370142388319 376.437134672827 472.018972107496 247.970230801524 265.648316118652 470.373580920634 587.40645178987 498.139740798209 602.229195701838 364.023468577744 422.706582243116 181.029283069743 258.277708332695
Dydc2 DYDC2 -8.16316408639141 -1.25139566462784 9.7853453676516 0.0017590818596886 0.0394700655456493 91 0 8 11 0 0 0 0 1 4 1 0 0 0 5 1 1 7 0 0 0 1 32.7069316229894 26.9217205118953 20.3896528669333 13.4887760007137 1.39153792565475e-10 2.50657571915082e-10 1.24870714319493e-10 3.75787113512408e-11 2.00740116935563 1.26851983748677 1.96357338028825 1.1268330341205 1.29346363431703 0.63417217474219 2.45356516989047 1.40229319888777 2.59839916044727 1.43767897463687 1.89882114930212 1.00911143144315 0.944285907386257 0.616576601628509
Eme1 EME1 -4.78192247450035 1.22075424156926 15.4937511582495 8.27784559373827e-05 0.00595080657270243 3 117 266 405 3 2 0 3 53 81 77 45 17 13 34 38 144 92 40 17 7 11 72.6018564978065 122.150156691104 189.096871198008 255.699776078097 1.00223077276076 3.69008872364243 3.7575076202319 2.31134327743652 43.014511526483 55.5598903291486 42.0753714249437 49.354151149134 27.716286737681 27.7761020657599 52.5748957868292 61.4190287271153 55.6783927117771 62.9688900392779 40.6878632234752 44.1980636045483 20.2341204476831 27.0054336981201
Emx1 EMX1 -4.74238719357571 3.90327801612179 19.5430302393328 9.8358933500541e-06 0.00159617782803068 1335 1065 1296 1972 6 76 46 8 110 184 2 8 52 84 192 165 108 276 21 45 12 58 837.968633435152 1289.97124749822 1827.15886951924 2260.62372193838 12.0848771772594 40.7115166236309 37.9303026991972 21.3479833353167 90.6407681565397 107.121322876647 88.661799264664 95.1564506198371 58.404139235746 53.553251815545 110.786540884795 118.4179372578 117.326272135156 121.406121594569 85.7380229682117 85.2153417484604 42.6376158943656 52.0673774815301
Fam109b FAM109B -3.93585564970487 -0.580069114590708 9.07286932984959 0.00259429674583454 0.0490663352606177 1 22 49 173 1 0 1 2 6 11 11 4 18 6 8 6 14 12 1 2 0 6 9.59064216594302 22.6642996216728 49.2811610109004 93.5998706699845 0.232657049869493 1.2031883139319 1.72085778159758 1.48681821949086 6.7482425970499 12.2429305122992 6.60090754632165 10.87546140629 4.3482122697154 6.12061840797445 8.24810369090685 13.5340242103481 8.73498938146858 13.8755447611644 6.38323119439699 9.73928886977622 3.17438810004447 5.95079735150467
Fam180a FAM180A -7.13200896409163 2.17469255459705 9.21860341137524 0.00239568223848648 0.0473715499226997 528 206 206 315 1 0 2 1 1 0 2 4 2 0 7 6 516 552 17 141 1 10 251.462996717906 329.11437488241 396.336097476561 416.904032619841 0.667866822290769 1.91286978430888 1.51521733854974 0.725046691119234 80.2616173306449 80.6456141846632 78.5092574694105 71.6379353595747 51.7163608517691 40.317228804426 98.1005250807746 89.1501992710933 103.891400618758 91.3998350547483 75.9202788118048 64.1538340706841 37.7552406097706 39.1985976575175
Fbxo47 FBXO47 -7.2231197947008 -1.94257231580179 10.3074396285721 0.00132494979276482 0.033937169563445 0 13 21 34 0 0 0 0 5 8 10 6 1 2 3 0 12 7 1 0 0 0 4.83353222139946 9.40452471813967 16.8365497843866 26.328434434818 1.06622799649727e-08 4.53988747727453e-08 5.34606312452553e-08 3.80298485144604e-08 3.37505658759814 5.04142574824445 3.3013686419748 4.47832576543902 2.17470878589837 2.52036415677953 4.12519501141785 5.5730756670446 4.36870533780357 5.71370788714179 3.19250029662977 4.01046968520771 1.58763401205107 2.45043480074662
Fbxo5 FBXO5 -3.83015102398462 3.17552403152471 12.0537452621467 0.000516884272399863 0.0194771989566656 34 768 1158 1216 13 60 14 14 236 358 180 212 22 10 279 109 407 228 100 45 27 5 431.927179848025 621.561628512974 823.003856819196 951.864730103705 11.7198998856267 36.907985116897 32.1448022484055 16.9123009948908 146.686883779341 162.055967059952 143.48425447964 143.955192235141 94.5173056070157 81.0167740568976 179.289438710595 179.145783717175 189.872897096705 183.666387920376 138.752612829673 128.916020121347 69.0018314553938 78.7689041122218
Fezf2 FEZF2 -4.74470898280928 3.41760375517006 11.851947374601 0.000576010791456361 0.0207042325501875 292 904 1393 1770 2 24 20 40 240 452 6 6 15 23 290 110 36 60 6 11 1 42 296.567855525321 674.190461620171 1410.21439442715 2576.5784657618 4.26337447993949 21.2097124730242 29.1816650009214 24.2541954748846 69.9011330969406 121.995222912943 68.3749747167865 108.369016487401 45.0406102371009 60.9891730003522 85.4373246965803 134.860383205795 90.4806913167771 138.263479848738 66.120191574492 97.0475749648575 32.8816461310323 59.2969835675584
Fignl1 FIGNL1 -4.53480163658117 3.33024416847991 10.8677619648552 0.000978527080985693 0.0279210164591852 13 866 1297 1982 16 9 19 13 194 227 78 91 21 0 50 31 480 376 89 37 17 11 471.741543204426 729.61793499975 1038.31921474253 1290.69007642628 7.84849741894547 26.5644403128804 24.8661647746983 14.0610730197087 106.401443982677 126.339449897061 104.07837069044 112.228016818937 68.5594890206186 63.160986000573 130.050176799364 139.66273613259 137.72704078065 143.187016408079 100.646206266506 100.503420889303 50.0514723275978 61.4085380197749
Fmod FMOD -5.27482748512506 2.95232650696967 29.6132403516255 5.27434290677248e-08 3.90874521967633e-05 933 643 391 815 3 19 8 9 27 17 78 78 22 18 91 22 54 118 10 18 5 19 543.619982276877 708.362108728429 849.296324472808 889.444506336888 5.40441098173803 15.4110081692642 12.1536778368112 5.79009792762033 43.3593574392755 43.375333781063 42.4126882826786 38.5305436510484 27.9384872895433 21.6846666021429 52.9963869832691 47.9495343810941 56.1247645401701 49.1595035032638 41.0140564739608 34.505211402805 20.3963367204644 21.0830095887318
Fsd2 FSD2 -8.77836727632265 -1.03260578911471 10.903368686502 0.000959895357979293 0.0276001747751857 5 29 50 40 0 0 0 0 65 21 0 1 5 0 2 4 21 4 0 1 14 0 50.7255769263117 43.0252155838149 33.578641934976 22.8906903065764 6.74567777590327e-08 1.25211559568576e-07 6.42772435403589e-08 1.99329502574422e-08 12.0477556337148 7.8451687940452 11.7847157886104 6.96890588080664 7.76293947878417 3.92204174370359 14.7254838990271 8.67249097642188 15.59472944512 8.89133452577456 11.3960943871846 6.24085589970495 5.66729064136302 3.81322181276874
Gins1 GINS1 -4.29434181848034 3.24857364958466 19.2294554787066 1.15911044487793e-05 0.00175302347460332 645 652 945 1125 3 6 98 4 108 196 99 103 66 60 107 117 244 221 43 35 11 13 440.459540633161 724.704130158048 1097.13346877512 1450.82115972192 8.66084012558221 31.1844084053988 31.0533875811933 18.6802196062317 92.5204687444433 116.867195280469 90.5004601629759 103.813761799699 59.6153193381459 58.4255138917432 113.084022804557 129.191572943454 119.759374448765 132.451621578416 87.5160508408431 92.9682132144425 43.5218311685017 56.8044550652432
Gins2 GINS2 -5.01114855657926 3.56394146801161 20.6481616080438 5.51901538869582e-06 0.00118450867958256 1229 477 916 903 3 5 5 49 122 217 288 294 182 79 137 75 272 474 82 60 50 47 513.387725069035 898.135868736358 1445.71475667954 2032.72616244319 6.1309647681884 23.4718950006336 24.8520073624329 15.8955775753769 159.326524633608 213.985687136042 155.847932800008 190.084643509867 102.66162476225 106.97804209639 194.738359949347 236.551818002868 206.233768399089 242.521018731738 150.708577456997 170.226272126745 74.9475462010611 104.009857688062
Gm10639 GSTA2 -7.57343522657519 -2.21665568706768 11.5469768785894 0.000678595073079509 0.0224896187857393 25 5 13 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.2285488615663 17.0038265548298 16.3929705120891 13.8046162705113 3.21267009324062e-09 7.36640991521939e-09 4.67132001779748e-09 1.78947187998695e-09 1.5783191816841e-08 1.2695853304872e-08 1.5438595822618e-08 1.12777951731692e-08 1.01698579039321e-08 6.34704847541846e-09 1.92911562983358e-08 1.40347105479811e-08 2.04299135579473e-08 1.43888655282293e-08 1.49294814025289e-08 1.0099590344014e-08 7.42444800458151e-09 6.17094495029817e-09
Gm10639 GSTA1 -7.57343522657519 -2.21665568706768 11.5469768785894 0.000678595073079509 0.0224896187857393 25 5 13 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.2285488615663 17.0038265548298 16.3929705120891 13.8046162705113 3.21267009324062e-09 7.36640991521939e-09 4.67132001779748e-09 1.78947187998695e-09 1.5783191816841e-08 1.2695853304872e-08 1.5438595822618e-08 1.12777951731692e-08 1.01698579039321e-08 6.34704847541846e-09 1.92911562983358e-08 1.40347105479811e-08 2.04299135579473e-08 1.43888655282293e-08 1.49294814025289e-08 1.0099590344014e-08 7.42444800458151e-09 6.17094495029817e-09
Gm10639 GSTA5 -7.57343522657519 -2.21665568706768 11.5469768785894 0.000678595073079509 0.0224896187857393 25 5 13 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.2285488615663 17.0038265548298 16.3929705120891 13.8046162705113 3.21267009324062e-09 7.36640991521939e-09 4.67132001779748e-09 1.78947187998695e-09 1.5783191816841e-08 1.2695853304872e-08 1.5438595822618e-08 1.12777951731692e-08 1.01698579039321e-08 6.34704847541846e-09 1.92911562983358e-08 1.40347105479811e-08 2.04299135579473e-08 1.43888655282293e-08 1.49294814025289e-08 1.0099590344014e-08 7.42444800458151e-09 6.17094495029817e-09
Gm10639 GSTA3 -7.57343522657519 -2.21665568706768 11.5469768785894 0.000678595073079509 0.0224896187857393 25 5 13 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.2285488615663 17.0038265548298 16.3929705120891 13.8046162705113 3.21267009324062e-09 7.36640991521939e-09 4.67132001779748e-09 1.78947187998695e-09 1.5783191816841e-08 1.2695853304872e-08 1.5438595822618e-08 1.12777951731692e-08 1.01698579039321e-08 6.34704847541846e-09 1.92911562983358e-08 1.40347105479811e-08 2.04299135579473e-08 1.43888655282293e-08 1.49294814025289e-08 1.0099590344014e-08 7.42444800458151e-09 6.17094495029817e-09
Hsf5 HSF5 -5.92532736102607 -0.759746529470144 11.0070808558187 0.00090764478427908 0.0269364962132042 1 47 20 110 0 1 0 0 15 13 0 10 4 0 28 21 8 1 19 1 3 19 14.0750689214285 26.1064894280676 44.554382968236 66.4183498454591 0.0763345664920868 0.309843194680819 0.347821694669721 0.235870099934935 9.71611931378863 13.8353728333682 9.50398631599086 12.2900365349433 6.26055578273131 6.91672941866598 11.8756192328334 15.2943995473869 12.5766372228716 15.680341797574 9.19057591666484 11.0060816329768 4.57048380889364 6.72481967705179
Ifit3 IFIT3 -3.47781912224235 2.40037968215618 10.2571645803494 0.00136154783316293 0.0342328724300677 160 647 341 930 10 5 74 4 86 67 37 29 30 26 3 6 52 55 5 10 6 9 269.230512574393 415.550221221401 590.155922794768 732.092086271514 9.32575045554837 31.4996554030012 29.425361159736 16.6050168485458 30.8031736708265 36.5001615291208 30.1306449212871 32.4232909461115 19.8479434868295 18.2475560344598 37.6494719613456 40.349332157074 39.8719208831982 41.3675161006804 29.1370347515373 29.0359907351007 14.489880370783 17.7412641800737
Ltbp2 LTBP2 -6.37788533552127 0.0888524583455356 16.7832739971782 4.19010078346948e-05 0.00395230589187258 0 102 134 53 0 0 1 1 2 7 15 26 5 8 39 80 15 90 29 34 4 5 12.5693790955123 39.2944644841771 113.029794098195 283.994669455313 0.0523242053375237 0.357966976635065 0.677294069276965 0.774128579469226 15.4363372665676 37.0477545418567 15.0993141821837 32.9097207817118 9.94636309182141 18.5213146636102 18.8672100256323 40.9546722824909 19.9809417301004 41.9881315122834 14.6013881614544 29.4716026605909 7.26128686432918 18.0074271748418
Melk MELK -4.61198425877604 3.17791071602324 11.7181931588856 0.000618920185015448 0.0215660918115147 529 521 741 1141 12 11 8 15 134 255 314 302 82 26 22 52 467 480 44 28 0 1 458.274079227448 650.991400008381 850.881774808367 971.446486208089 7.22465194755916 22.4589609554452 19.3088486032674 10.0282375719383 147.780263787609 161.163420947858 144.553762613614 143.162338695242 95.221822123581 80.570562738606 180.625832823886 178.159113027687 191.288178575516 182.654819365175 139.786852081705 128.20599694458 69.5161598063913 78.3350732549277
Mfap2 MFAP2 -3.68783370132826 6.69856973600605 10.9479342769775 0.000937080286168903 0.0272636973632127 7867 8770 9935 13828 82 592 766 447 158 507 141 154 20 10 991 664 776 1423 283 439 3 33 4954.52773438926 8699.62139591194 14055.3755439615 19835.367223407 148.619916779518 571.081215822589 606.893832049642 389.609099425641 314.954188861954 424.566339872042 308.077762781282 377.144576541507 202.939898605083 212.253802520287 384.955752591721 469.33951940302 407.679696719989 481.18293631252 297.918365298324 337.743828917711 148.155140364932 206.364664759835
