MGI.symbol HGNC.symbol logFC logCPM LR PValue FDR asc1_count.x asc2_count.x asc3_count.x asc4_count.x neu1_count.x neu2_count.x neu3_count.x neu4_count.x astro1_count.x astro2_count.x endo1_count.x endo2_count.x micro1_count.x micro2_count.x neuron1_count.x neuron2_count.x oligopre1_count.x oligopre2_count.x oligonew1_count.x oligonew2_count.x oligomye1_count.x oligomye2_count.x asc1_count.y asc2_count.y asc3_count.y asc4_count.y neu1_count.y neu2_count.y neu3_count.y neu4_count.y astro1_count.y astro2_count.y endo1_count.y endo2_count.y micro1_count.y micro2_count.y neuron1_count.y neuron2_count.y oligopre1_count.y oligopre2_count.y oligonew1_count.y oligonew2_count.y oligomye1_count.y oligomye2_count.y
Mfap5 MFAP5 -5.84458827639082 -1.13252212317401 9.66995714878976 0.00187305681538379 0.0410326899097908 56 33 19 22 0 0 1 0 6 1 3 1 0 0 3 0 1 22 8 1 0 0 32.1059145886246 34.5385591395375 34.1875042993632 29.5587640384264 0.184610987316082 0.434609772697572 0.282966756701828 0.11129428553053 3.59351402922956 2.96782710425291 3.51505648059005 2.6363368721581 2.31547126063922 1.4837082663932 4.39220669701047 3.28080305942559 4.65147872739502 3.36359156715697 3.39914140889202 2.36091558755751 1.69039687113739 1.4425416899957
Mxd3 MXD3 -4.95488165387016 2.41016440894278 15.5134769710059 8.19191189832913e-05 0.00591775723426127 496 183 346 423 6 4 3 6 115 134 169 204 64 3 72 71 230 425 26 37 3 3 286.454002678026 365.424012853344 428.926898472686 439.769566952688 3.54562837404128 9.8982444329606 7.64217750892396 3.56432738395721 110.037903641025 107.766698312702 107.635435163963 95.7297411110584 70.9026321837977 53.8758948927073 134.494874199983 119.13137157547 142.434108738712 122.137558871105 104.085970382052 85.7287398923838 51.7620709167469 52.3810685893694
Myo1a MYO1A -10.0312484941529 0.236123520741059 18.4836833540085 1.71365129945804e-05 0.00224579310563488 0 150 160 75 0 0 0 0 41 39 1 3 1 26 25 44 52 20 13 11 0 3 34.1371396047182 66.5672764337355 119.436883017717 187.185336077511 1.90998187121286e-08 8.15052676846956e-08 9.61913672255372e-08 6.85785086817486e-08 16.7027126468185 25.0046483858786 16.3380406630054 22.2117644321583 10.7623487187875 12.5005946118693 20.4150493775382 27.6415451583061 21.6201500632865 28.3390580030565 15.7992654924455 19.8912746807319 7.85699261726336 12.1537564262503
Myoc MYOC -6.70942509788326 0.0764339953999463 14.7962662733559 0.000119772407458561 0.00757995547886255 138 75 51 12 1 0 0 0 22 18 22 11 5 0 4 7 8 9 3 1 3 41 84.3923366085928 70.1091637510896 53.5908412817908 35.7817891765521 0.265140209051715 0.482025642938539 0.242358735201309 0.0736120193465353 19.2565477596373 12.2814682167512 18.8361176402077 10.9096946576372 12.4079056193712 6.13988459453272 23.5364986314842 13.57662595709 24.9258585157724 13.9192215297762 18.2149640573752 9.76994573217194 9.05832224864792 5.96952898355597
Ncapg NCAPG -4.83011617015014 2.93514316363864 11.7801601074687 0.000598653352589073 0.0210580938206451 46 549 980 884 8 8 10 6 292 555 234 228 16 1 70 71 630 270 114 13 12 3 327.781003422093 477.608184650528 640.329858164397 749.879421638325 4.43401107806622 14.1386364279382 12.4684442113005 6.64230059304738 161.909902229096 181.11794121411 158.374907255922 160.888046998384 104.326217283408 90.5464426099507 197.895917783689 200.217962428002 209.577716922039 205.270306634647 153.152220556259 144.079879176909 76.162772681008 88.0341650068301
Neurog2 NEUROG2 -5.58351882291751 1.95226703542928 14.6946379000135 0.000126405490922105 0.00778202700711378 219 207 387 531 3 2 3 3 22 24 2 0 2 10 49 33 62 26 204 140 33 62 213.102316013399 296.341160525946 379.17508898201 423.782781746656 1.69563768550054 5.16011808999699 4.34290378285588 2.20801639658614 55.3705974604837 59.1130134726584 54.1616857077763 52.510409659318 35.677898029985 29.5524178666312 67.6772393276418 65.3468509587534 71.6722278292628 66.9958278030896 52.3756103724948 47.024583991131 26.0464503377149 28.7324643114791
Nkapl NKAPL -5.92130645690349 -0.18986258190501 15.1839536215421 9.75286704437894e-05 0.00659498666941588 0 89 85 156 0 1 0 1 15 20 6 8 15 1 20 14 6 0 3 10 4 5 25.0588875264497 48.4889566600079 86.3312252173701 134.260623439746 0.147201459562922 0.623327003556191 0.729984693245881 0.516431928902161 8.66406038210127 12.8707129668375 8.47489709142947 11.4331239568548 5.58266439257493 6.43446621129167 10.5897301983616 14.2280102564191 11.2148421384765 14.5870430041275 8.19542269054542 10.2386917428043 4.07559298283563 6.25593721683631
Nuf2 NUF2 -5.12646082688936 3.88011970966588 14.4384212360636 0.000144817432547704 0.0083447523680893 1125 782 1063 1424 12 10 20 13 312 542 396 531 71 5 60 123 1138 822 119 30 4 3 808.150256053188 1063.17381771379 1286.94635247255 1360.73107772948 8.92104575720596 25.6832924943035 20.4493550405027 9.83580821589663 278.784747081844 281.566672885995 272.698012015217 250.117198753425 179.634214454696 140.763860368795 340.747308399898 311.25964194912 360.861627372419 319.114036378539 263.705323052976 223.987154103638 131.140955720441 136.858263599447
Opn1sw OPN1SW -6.54709444510393 1.5604553946475 11.0236278250119 0.000899578435820383 0.0268045413602898 391 189 210 315 2 1 1 1 28 25 36 24 0 0 3 0 4 3 0 1 0 0 296.061643172713 304.118456745537 287.440144932022 237.305475108778 1.18632195843051 2.66677254134831 1.65791922242585 0.622647542769299 10.1969993703235 8.04142669719244 9.97436727049958 7.14324283789489 6.57040957533215 4.02015712004316 12.4633794551649 8.88944550458804 13.1990929403689 9.11376373233716 9.64544524501099 6.39697966515533 4.79669084088155 3.90861490587559
Pnliprp2 PNLIPRP2 -5.75704781333641 -0.232276522648123 12.0028134142709 0.0005312029860647 0.0197652889965632 142 59 53 33 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 78.7678017382867 75.945995921658 67.375973047542 52.2108674834333 0.536731754664826 1.13249480725058 0.660859496376317 0.232961186855463 0.0882351424838664 0.0653127288926679 0.0863086958561832 0.0580176504063401 0.056854080695937 0.0326518467399546 0.107846242028558 0.0722003651976347 0.114212407391204 0.0740222851312924 0.0834625172176385 0.0519564766719904 0.0415060043082863 0.0317458972525885
Ppp1r36 PPP1R36 -6.46980248689891 1.53815091482021 16.209439542221 5.67108267154223e-05 0.00471814962263308 342 154 223 378 2 1 0 2 23 95 2 9 0 0 4 22 12 9 5 9 1 4 164.467706465947 262.909081132561 386.700337292902 496.82015324328 0.696907324168765 2.43793853898034 2.35865522787171 1.37850292926961 12.23963589678 15.0208162001759 11.9724067108382 13.3430722907296 7.88657701880697 7.50936910449977 14.9600113753647 16.6048553414676 15.8431010820734 17.0238659220833 11.5775958763757 11.949105476533 5.75755153743303 7.30101613920362
Psmc3ip PSMC3IP -4.01062037790057 3.59283300707384 12.0169078489422 0.000527200943442231 0.0197154514430202 953 704 975 1119 6 10 66 54 70 154 601 642 51 12 167 146 188 202 69 41 24 13 510.295493891312 867.455222664378 1356.80180059205 1853.70852158247 12.2197060944869 45.4578473625483 46.7682326244249 29.0666224633799 154.255012089824 201.309698789565 150.887147093198 178.824494486706 99.3938090677552 100.640924726102 188.539655511965 222.539067297556 199.669154341304 228.154667185689 145.91138224555 160.142484418219 72.5618955910415 97.8485682970828
Rad54l RAD54L -3.58926770821707 2.91751184436003 11.4562337391904 0.00071254566491618 0.0231405455082099 69 634 965 1108 6 44 49 10 157 222 99 75 42 10 64 39 352 373 37 63 14 3 260.71765037155 458.925128213982 743.288228125624 1051.54620766329 8.36095560864528 32.2069867636315 34.3113857581337 22.0814679679347 92.4298033111138 124.90606174578 90.4117742370554 110.954730369763 59.5568993059712 62.4443910729379 112.97320611643 138.078188223675 119.642016249796 141.56248366788 87.4302894868373 99.3631562072635 43.479181950056 60.7118255451144
Rbm46 RBM46 -6.27018567430458 0.993393751130724 10.5992633689233 0.00113132724489077 0.0305751368718195 268 70 114 201 1 2 0 1 55 108 5 1 0 0 4 8 23 47 2 0 4 1 132.168465924628 168.920255994433 198.645908819686 204.048407268521 0.636391162875311 1.77992127783794 1.37680183432466 0.643344505898083 18.3075353129249 17.963205752654 17.9078250764823 15.9568128480333 11.796411959272 8.98036035453075 22.3765591432585 19.8575382999725 23.6974477813187 20.3586277994931 17.3172835477306 14.2897854134327 8.61190471485108 8.73119365580326
Ribc2 RIBC2 -5.60179843813117 -0.675251803128612 9.43679694874546 0.00212674604402744 0.0441724855063146 0 42 95 90 0 0 1 1 13 36 2 5 1 0 2 6 2 0 10 14 4 0 6.78670071562497 21.7800214554417 64.3134668484111 165.882750925088 0.0482119953059006 0.338592616798028 0.657648522382216 0.771634670703361 4.61759669405424 11.3766837593443 4.51678024690124 10.1059697293895 2.97533621723402 5.68755495011545 5.64390147325144 12.5764263121284 5.97706106595828 12.8937826264563 4.36783160011422 9.05018691407552 2.17212759997965 5.5297495575917
Riiad1 RIIAD1 -3.68850300682663 3.82708598088688 9.47469170266532 0.00208325892936182 0.0434520865984777 1840 779 1272 1353 4 253 58 3 18 103 10 18 9 2 37 30 11 18 4 2 0 9 1009.61075760121 1326.95029534723 1604.72032704893 1695.11724569708 30.2485991149481 87.0018975892162 69.2063859671085 33.255626611703 19.7722872746492 19.9506789503322 19.3405969631749 17.7222960414297 12.7402210118457 9.97395947909038 24.1668661584572 22.0546029935744 25.593436647774 22.6111337079677 18.7028073014586 15.8708264537033 9.30092724626494 9.69722464234266
Rrm2 RRM2 -3.57178789566205 5.57327736511234 9.16908660857875 0.00246137384657637 0.0479126275313764 1311 3925 5662 7634 88 162 300 115 554 892 682 609 169 4 319 195 1407 1750 126 118 2 14 2090.4276024505 3421.2425528564 5152.00897925308 6776.80590983837 67.9522734401345 243.374738482348 241.068791680659 144.247403238362 412.450805219124 518.228116242702 403.44572583202 460.344839186172 265.761585496617 259.078212084807 504.121919139742 572.878516680778 533.880243953027 587.33465947518 390.14140469399 412.2520600323 194.017762270983 251.889896664388
Sass6 SASS6 -3.44005239895591 3.15875879180946 14.4297411046912 0.000145486425101012 0.00835080802062361 381 512 703 839 7 8 20 70 199 261 317 276 37 31 212 151 297 141 247 49 120 137 277.718192650827 494.182232575193 809.121863052113 1157.16805382634 9.87518489665841 38.4548220009827 41.4143034804307 26.9433403554066 171.830270249713 234.737541695478 168.078682896443 208.51862817909 110.718380180189 117.35253396241 210.021181940875 259.492085591162 222.418735613073 266.040166090074 162.53599739866 186.73443624112 80.8293355290115 114.096501651861
Ska1 SKA1 -4.44665463450407 2.14362168099514 9.31672793225937 0.00227071134252398 0.0461273609305299 210 253 457 412 9 1 3 7 116 207 152 191 19 0 48 15 265 220 20 21 2 1 229.088945408882 305.002510677671 373.634274188317 399.802671510847 4.03811248163734 11.7652312058555 9.48017833132785 4.61460005649915 86.9054500937167 88.8272826513517 85.0080347720273 78.9057557199975 55.997296921103 44.4074971086405 106.221012859151 98.1946759180826 112.491240918372 100.672542019514 82.2047476840615 70.6623764947196 40.8805140951964 43.1753784612269
Slc6a12 SLC6A12 -9.18707025333917 -0.712562366504115 11.7366306313022 0.000612818678812637 0.0214038486191895 0 61 78 96 0 0 0 0 0 1 12 13 1 0 15 11 13 2 0 0 5 0 30.7671782154856 44.9886689224632 60.5288793135486 71.1340952683959 1.67926686345924e-08 5.37350884176034e-08 4.75543449756759e-08 2.54228338737125e-08 5.11521851464344 5.74221897266701 5.00353744086719 5.10084417786818 3.29597752122478 2.87071229485607 6.25212447591466 6.34777192593905 6.621187482032 6.5079530022331 4.83853713307568 4.56795285018824 2.40620999445246 2.79106227222142
Sntn SNTN -4.66088373100433 -0.415389059733694 14.3015428819562 0.00015573717895783 0.00873602986055493 89 60 52 68 1 1 2 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 59.2052477318261 69.7402765028205 75.5877015352842 71.5606545304288 0.876905529047755 2.26047153964051 1.61153322977863 0.69403441474807 0.253027037055373 0.228818152278734 0.247502672629519 0.203260402537286 0.163037302122909 0.114393248700462 0.30926470236088 0.252948459488228 0.327520602603908 0.259331416683363 0.239340843594417 0.182025543757867 0.119024472500325 0.111219323934623
Spag16 SPAG16 -8.14879250086121 -1.57338902362988 9.18367522991385 0.00244183207153785 0.0477777095735953 2 22 30 44 0 0 0 0 6 45 2 2 0 0 6 7 1 0 1 0 0 0 3.12778133334897 10.8442803430827 34.5946627794138 96.3991394110963 5.00543107042255e-09 3.79776957370762e-08 7.96910819195344e-08 1.01016508749573e-07 2.57218195936678 6.8464607522266 2.51602325522783 6.08174812441504 1.65737864263337 3.42275680381062 3.1438738616202 7.56846291684386 3.32945678510374 7.75944717873231 2.4330530333739 5.44638058139219 1.20996002819052 3.32778990051455
Spc24 SPC24 -3.5608857044783 3.1126089607605 9.26456125005383 0.00233630440506264 0.0467955892791681 379 576 822 1139 14 7 83 15 63 168 148 223 68 5 100 50 389 530 47 47 1 5 348.54995340794 576.48438646615 877.312024853819 1166.20877463738 11.4027420716861 41.2719124767235 41.3136792658113 24.982429627064 110.959539320331 140.892296300176 108.536948679963 125.155389007299 71.4964856962247 70.4364025761919 135.62135217389 155.750271331077 143.627082725131 159.680508016638 104.957754929423 112.080254953258 52.1956103591857 68.4820928149699
Spink2 SPINK2 -10.5086147154573 0.341205847360242 26.0658123474327 3.29975315204591e-07 0.000157632401382735 206 44 73 140 0 0 0 0 1 1 0 1 0 0 2 4 4 0 1 5 0 2 96.236552320739 121.357425257707 140.811026350384 142.712713646528 5.3287215013041e-08 1.47052392117233e-07 1.12231599085359e-07 5.17439677384426e-08 1.68989439747603 1.63600997044125 1.65299876528783 1.45327650728437 1.08887898559558 0.817891821786708 2.06548949843005 1.80853746789457 2.18741537599871 1.85417450109384 1.59848826980841 1.30145096224753 0.794930026378256 0.795198812029255
Tk1 TK1 -4.48717705183797 3.14707461631465 15.4614029191157 8.42073547582812e-05 0.00596663500772912 471 417 745 1039 8 11 16 16 172 259 418 430 248 79 41 52 232 322 54 34 3 8 380.332762324305 571.453397735988 790.026962276219 954.022675515688 6.53735556979544 21.4952233204601 19.5468059927242 10.7376974495016 170.096197172672 196.205766864045 166.382470009088 174.290644145845 109.601034779259 98.0893118042608 207.901694631202 216.896893785376 220.174134934184 222.370117823153 160.89572006726 156.082290876781 80.0136237549901 95.3677517512292
Tmem215 TMEM215 -5.39538328835946 -0.112063728468435 10.7890065863923 0.00102104662990476 0.0283690047697178 62 61 84 112 0 3 0 1 3 2 0 0 4 8 25 12 28 30 0 3 0 8 44.7765093997569 69.6387008761924 99.6540834274813 124.564769137166 0.393721022467967 1.34002161294043 1.2613307643215 0.717212241011152 8.23993333327713 9.83839389273183 8.06003005057852 8.73949851898571 5.30937925039265 4.91851642090626 10.071336879433 10.8759141450168 10.6658480537807 11.1503593604021 7.79423660846453 7.82647259491493 3.8760826899954 4.78204856762954
Tpsb2 TPSB2 -8.4342191209734 2.91978825016709 9.73694098759951 0.00180601203556203 0.0400977994522311 4 1339 643 1754 2 4 0 1 0 1 0 0 13 0 2 0 0 0 0 0 0 0 2042.12550178683 1568.11666113372 1107.94530636468 683.776175544142 2.06843903418193 3.47585329642671 1.61537790349049 0.453511555277015 1.70783720871405 1.00679834710221 1.67054982934635 0.894344418342237 1.10044038856181 0.503329532925268 2.08742027010418 1.11297153822209 2.21064072146959 1.14105650739821 1.61546055715027 0.800911181043716 0.803370364089324 0.489364285079977
Tpsb2 TPSAB1 -8.4342191209734 2.91978825016709 9.73694098759951 0.00180601203556203 0.0400977994522311 4 1339 643 1754 2 4 0 1 0 1 0 0 13 0 2 0 0 0 0 0 0 0 2042.12550178683 1568.11666113372 1107.94530636468 683.776175544142 2.06843903418193 3.47585329642671 1.61537790349049 0.453511555277015 1.70783720871405 1.00679834710221 1.67054982934635 0.894344418342237 1.10044038856181 0.503329532925268 2.08742027010418 1.11297153822209 2.21064072146959 1.14105650739821 1.61546055715027 0.800911181043716 0.803370364089324 0.489364285079977
Tpsb2 TPSD1 -8.4342191209734 2.91978825016709 9.73694098759951 0.00180601203556203 0.0400977994522311 4 1339 643 1754 2 4 0 1 0 1 0 0 13 0 2 0 0 0 0 0 0 0 2042.12550178683 1568.11666113372 1107.94530636468 683.776175544142 2.06843903418193 3.47585329642671 1.61537790349049 0.453511555277015 1.70783720871405 1.00679834710221 1.67054982934635 0.894344418342237 1.10044038856181 0.503329532925268 2.08742027010418 1.11297153822209 2.21064072146959 1.14105650739821 1.61546055715027 0.800911181043716 0.803370364089324 0.489364285079977
Tshr TSHR -7.56658843990177 0.764629908215743 11.1084452236767 0.000859355025546965 0.026078255273207 290 43 83 58 0 0 0 1 29 60 0 2 0 0 68 68 25 10 6 7 0 6 103.702129649484 133.191427605677 157.401506594173 162.478980749609 0.180387864994429 0.507012527144231 0.394115983313928 0.185067826905751 19.1344875395956 18.8671158531699 18.7167223730709 16.7597610803246 12.3292564394111 9.43225288098213 23.3873093667297 20.856771381633 24.7678626063737 21.3830757490406 18.0995060558348 15.0088486779337 9.00090485376074 9.17054809196088
Tyms TYMS -3.42792120657618 4.5820800335419 11.6841467421745 0.000630348871444516 0.0217595254946896 1498 1525 1987 3214 29 229 46 91 137 224 778 724 353 126 144 102 356 480 80 95 10 9 1260.72372801406 1818.10947750016 2412.48236344289 2796.172456935 45.2705353002857 142.869165037986 124.696817613546 65.7466687325731 266.933569080196 295.531228710016 261.105581959713 262.521989237823 171.997939253228 147.74517234715 326.262093381144 326.696847642577 345.521349883353 334.940787923957 252.495173444019 235.096001202919 125.566135627816 143.645873945601
Wnt8b WNT8B -6.16041964112842 1.12497045693804 18.0350677171917 2.1687299012794e-05 0.00250911883656614 294 142 147 273 2 0 2 1 0 1 2 0 0 0 0 1 0 0 0 0 0 0 205.456392113276 227.987681402161 232.780779796923 207.605352108323 1.07752164875112 2.61661906661736 1.75731244834532 0.712949861035714 0.340929939942341 0.290440348058079 0.333486382708915 0.257999732413892 0.219677305113289 0.145200084159339 0.416704861382487 0.321069101742518 0.441302955901875 0.329171030243087 0.322489092003778 0.23104618998975 0.160374190574441 0.141171401100236
