Ms_gene	asc1_count	asc2_count	asc3_count	asc4_count	neu1_count	neu2_count	neu3_count	neu4_count	astro1_count	astro2_count	endo1_count	endo2_count	micro1_count	micro2_count	neuron1_count	neuron2_count	oligopre1_count	oligopre2_count	oligonew1_count	oligonew2_count	oligomye1_count	oligomye2_count
Rpn2	5549	7489	9094	12505	2780	11723	7822	3472	12815	11515	15613	14981	15231	14120	6399	6174	15741	18718	11168	12958	4571	5284
Rpp14	523	1895	2463	2997	17	1376	877	559	1122	1046	674	655	415	400	642	787	1232	1325	864	750	496	474
Rpp21	1068	1354	1520	2109	11	1163	651	378	189	175	685	750	315	309	474	329	393	562	313	354	376	356
Rpp25	0	1	1	2	0	0	1	0	8	18	8	3	65	83	609	321	232	348	60	124	20	47
Rpp30	1752	1547	2163	2800	1924	1673	373	485	320	479	468	614	162	90	720	534	906	871	886	751	460	405
Rpp38	566	621	723	965	90	368	180	129	187	205	66	45	69	55	118	68	133	58	75	48	73	50
Rpp40	34	261	435	488	24	151	246	37	106	124	42	59	57	58	167	180	89	92	192	206	160	92
Rprd1a	99	303	414	662	59	133	57	144	1581	1779	365	374	299	304	2037	2440	2413	1669	2098	1372	1182	1199
Rprd1b	298	511	900	1127	15	633	248	145	865	972	1405	1410	545	587	1380	1139	1062	1128	559	780	305	432
Rprd2	185	665	862	956	14	652	397	158	2184	2061	1719	1565	605	376	3602	3216	2278	1489	1504	1157	287	360
Rprm	190	419	474	347	4	190	116	264	110	174	47	43	66	97	1547	956	3691	5173	734	938	82	287
Rprml	0	0	5	0	0	0	13	6	1	8	38	21	93	160	280	125	46	126	9	11	56	172
Rps10	181	130	177	181	69	109	61	44	169	164	609	619	505	589	205	133	164	228	133	231	119	118
Rps11	15695	11099	14486	15942	8802	11756	6840	4715	2156	2728	35884	37007	25526	25884	5713	5691	6652	10654	5226	8103	6009	5838
Rps13	21	32	51	53	5	13	10	6	376	323	209	224	165	100	302	274	253	100	111	74	24	24
Rps14	16299	8981	11173	11937	5347	7002	4612	2726	1956	2035	30304	32981	13735	18696	5076	3943	4749	7300	3883	6490	5840	5379
Rps15	7901	5082	6507	7232	2979	4200	2690	2106	1802	2018	19601	20717	12777	17070	4665	4205	4865	7622	3442	6223	6324	6082
Rps15a	3046	2058	2847	2846	1111	1369	950	482	1829	2122	6195	7455	3459	3557	7181	6860	3728	3426	2299	3759	1260	1273
Rps16	97	95	115	138	74	94	40	27	98	114	120	140	194	152	170	112	147	114	93	160	46	37
Rps17	380	341	421	449	206	260	137	92	1074	1173	7429	7937	4579	4176	1887	1596	2543	3490	1824	2641	3021	2561
Rps18	3260	1347	2685	2957	1040	1046	911	605	263	209	158	133	118	103	206	132	215	158	140	162	33	24
Rps19	5571	4371	5305	6226	1983	3649	2128	1446	538	599	4489	4750	3295	3738	1175	1194	1108	1807	851	1492	1170	1220
Rps19bp1	118	102	119	207	3	177	131	77	299	333	396	415	833	886	805	602	552	1045	490	660	447	448
Rps20	3322	2933	3841	4119	1529	2244	1435	1070	1221	1250	16348	17317	8234	7846	2494	2619	2740	4027	2497	3487	4893	4296
Rps21	3704	2345	3028	3046	1394	1932	1230	912	1272	1477	16375	17060	9933	12736	3185	3061	2931	4092	3504	4446	5169	5070
Rps23	162	116	170	142	84	36	26	26	65	66	82	171	108	65	115	85	99	111	71	112	81	45
Rps24	4981	3442	4154	4732	1382	2238	1532	911	1104	1414	9696	10872	4315	3848	2429	2196	2614	2882	2212	2382	2717	2552
Rps25	3684	2243	3112	3397	1659	2311	1701	1108	461	495	3679	4252	3343	3058	1104	909	943	1300	820	1290	994	915
Rps26	6502	4138	5680	6074	1579	2411	1513	1025	490	614	4530	5347	2642	2452	1463	1513	1498	2013	1577	2140	2039	1782
Rps27	50	18	36	42	0	0	32	4	53	70	395	445	184	128	153	82	73	87	64	100	48	62
Rps27a	210	185	227	330	218	140	65	58	183	183	258	322	296	273	227	170	284	191	298	355	211	186
Rps27l	3534	2801	3567	4068	1207	2150	1188	741	428	479	2464	2943	524	598	426	400	1086	1342	1071	1216	809	662
Rps28	683	504	662	710	204	316	257	168	173	144	1001	1172	423	574	185	142	230	143	155	252	157	139
Rps29	32	36	33	30	8	9	12	5	57	46	70	73	48	56	61	45	57	88	61	105	63	68
Rps3	46492	27407	35699	36838	13096	24064	14337	9213	4850	5902	62634	69631	52103	60948	16225	14045	14085	22612	15120	23499	27492	22806
Rps4x	5039	3402	4687	5520	2606	3534	1860	1327	1569	2050	16444	17934	12849	12277	3311	3898	5032	6733	3439	4885	4212	3811
Rps5	36427	22478	30060	31400	11286	14556	8104	5363	3045	3684	46766	52243	27663	31569	10162	9682	9082	16698	8904	15938	15386	13267
Rps6	588	522	755	794	138	675	212	92	185	245	1049	1308	449	280	217	330	415	362	450	567	512	326
Rps6ka1	5	277	300	501	14	404	772	702	92	53	2373	2307	29013	37303	434	342	1892	1330	477	447	1462	1254
Rps6ka2	8	119	168	140	2	177	288	99	525	585	1811	1782	673	518	1450	1231	357	564	575	785	454	635
Rps6ka3	7	124	38	60	8	107	5	82	786	1003	7675	7099	864	327	927	1234	1390	731	541	220	75	133
Rps6ka4	117	63	80	40	8	856	223	108	886	955	1705	1560	3832	4323	1164	759	1254	1812	730	1226	632	654
Rps6ka5	200	176	356	256	2	45	101	1	845	1154	494	479	375	245	1173	1133	435	360	1017	786	618	800
Rps6ka6	36	212	145	174	3	10	4	4	455	808	40	54	0	0	1314	1289	1426	991	360	253	20	13
Rps6kb1	478	2082	2563	2936	14	50	540	72	2872	3373	2937	2777	527	194	3053	3425	3907	1851	3043	1199	484	643
Rps6kb2	136	322	478	412	3	4	1	5	2317	1930	893	955	920	740	1610	1299	1335	1095	1405	1183	455	685
Rps6kc1	746	274	403	418	9	499	369	12	1291	1452	1056	878	2149	1796	1745	1838	2203	2584	1743	1990	1453	1407
Rps6kl1	90	67	197	168	0	25	156	83	12	34	275	231	133	176	2586	2042	1327	1655	480	629	92	216
Rps7	341	366	427	491	192	215	154	129	131	110	514	828	176	149	146	134	154	189	202	231	131	156
Rps8	2640	1891	2389	2535	1251	2041	1054	678	364	411	2686	3193	1414	1012	931	771	608	907	416	708	418	338
Rps9	27759	16743	21252	23131	11141	13783	6761	5221	3149	3573	31653	33768	38692	42589	7764	7322	8949	12475	7756	11415	13936	11628
Rpsa	2696	2052	2812	2974	733	1671	796	570	284	379	8264	9175	2734	3052	879	1017	1323	3279	1907	4266	4005	3975
Rptn	11	2	10	9	12	4	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rptor	162	564	581	1070	13	1015	315	267	2384	2351	1570	1342	12647	12604	2866	2407	2953	3271	1787	1856	1189	1217
Rpusd1	344	393	734	740	202	994	575	504	439	350	200	202	300	319	769	606	440	792	376	424	467	458
Rpusd2	89	125	216	188	87	90	227	3	178	238	71	76	167	83	245	209	301	367	155	188	63	121
Rpusd3	3	70	160	260	0	3	1	184	316	242	191	149	51	50	142	74	217	298	104	131	65	114
Rpusd4	128	376	502	535	6	681	72	60	424	393	406	451	596	568	291	325	569	614	319	296	126	175
Rqcd1	1288	2089	2324	2788	275	1480	924	703	1458	1504	1220	1100	1357	989	2653	2168	2161	2405	1566	1599	1052	844
Rrad	78	10	2	68	1	5	38	63	61	126	308	387	4298	3087	170	88	172	144	36	31	33	94
Rraga	1606	863	658	770	521	1222	988	391	2954	3095	3509	3302	1531	956	5657	4236	3833	4022	2955	2104	1461	1483
Rragb	116	111	178	174	2	109	128	3	1172	1366	62	30	36	16	3525	2813	2136	1986	1850	1628	926	1028
Rragc	29	300	327	601	320	133	322	33	2393	2468	3929	3680	11691	7798	3575	3332	3959	3843	3794	4931	1859	2214
Rragd	260	381	453	433	6	447	907	285	3319	4277	151	127	183	131	2114	1773	2654	2770	1483	1865	73	281
Rras	115	149	102	126	127	312	189	66	509	408	5089	5039	677	559	113	134	319	359	739	589	1189	748
Rras2	101	108	93	103	17	225	264	3	119	197	4328	4628	429	347	977	690	613	754	10041	8547	3817	3914
Rrbp1	482	563	571	810	12	210	695	233	14764	13009	11203	9645	15924	9766	1495	3461	8453	3920	8583	4877	2914	3632
Rreb1	12	166	125	102	17	450	279	141	4307	3961	2225	1833	3851	2739	453	378	1024	290	55	41	6	29
Rrh	0	0	0	0	0	90	0	0	1	3	1	0	5	0	23	20	4	0	3	3	0	5
Rrm1	2955	3647	5856	7630	80	991	1128	698	1625	2786	2687	2726	778	513	1348	1615	4005	5118	1391	1349	691	526
Rrm2	1311	3925	5662	7634	88	162	300	115	554	892	682	609	169	4	319	195	1407	1750	126	118	2	14
Rrm2b	360	177	356	425	2	678	40	51	446	547	708	645	67	72	672	766	892	292	1531	528	521	519
Rrn3	4775	4778	5808	6328	2428	2891	2362	712	1753	2360	2297	2288	1198	877	3191	3092	2357	2925	2395	2524	1504	1535
Rrnad1	62	489	774	678	3	70	116	41	1303	1107	479	477	592	446	1288	873	995	897	835	765	321	352
Rrp1	962	2807	3752	4364	703	2107	1877	570	7107	7104	7911	7684	9335	6690	10881	11700	9208	9384	6543	6972	4571	4773
Rrp12	10	248	568	578	60	6	567	10	1200	1107	498	402	724	769	1198	1738	1054	1560	939	1569	742	789
Rrp15	298	597	803	810	678	197	443	194	455	467	561	636	283	119	388	480	648	568	355	389	27	84
Rrp1b	17	790	1147	1366	5	5	318	136	1127	950	954	904	1299	1162	1085	1313	940	827	565	789	195	265
Rrp36	626	597	730	759	705	112	163	89	608	592	514	527	682	530	635	574	604	763	937	1025	1019	951
Rrp7a	608	325	485	635	11	240	286	240	425	426	1160	1250	2105	1993	1188	955	709	1195	638	1044	1112	1158
Rrp8	178	422	611	845	6	314	192	38	1253	1373	790	896	1363	1044	654	448	819	698	700	689	246	285
Rrp9	542	419	456	572	1062	454	114	5	873	912	527	553	858	1217	872	767	809	1555	1024	1510	839	781
Rrs1	117	135	239	269	267	259	105	31	2012	2232	399	341	1252	797	893	710	1343	1346	1098	1372	391	438
Rs1	1	5	22	0	0	0	1	0	0	2	8	3	0	0	11	5	15	0	25	13	21	7
Rsad1	53	73	100	170	1	2	0	1	1212	1195	153	160	102	145	556	367	546	569	285	360	81	54
Rsad2	2	34	76	96	165	1	194	85	81	81	270	193	25	11	145	27	833	100	19	21	2	37
Rsbn1	5	190	233	193	63	232	215	6	938	1109	1132	1099	352	176	2038	1817	1286	633	628	395	73	121
Rsbn1l	134	348	291	639	5	174	273	32	1655	2356	2171	2054	443	201	1507	1163	2039	648	871	425	108	154
Rsf1	365	1546	1910	1775	25	623	1260	221	6834	6927	3917	3630	783	282	3342	6092	5215	1593	2732	918	333	377
Rsl1d1	2111	3423	4861	5984	2182	1851	1588	580	2922	3247	3595	3884	1884	929	2508	4430	4031	3594	3240	2343	915	958
Rsl24d1	2170	1824	2384	2442	1242	1722	780	796	700	860	755	806	718	370	1361	905	981	1162	755	815	495	474
Rsph1	127	90	211	193	2	53	226	0	19	195	2	9	14	0	38	9	12	3	1	1	1	1
Rsph3a	156	190	211	330	121	153	36	12	119	168	153	120	66	75	127	191	197	227	172	122	200	117
Rsph3b	30	125	85	125	85	60	48	8	154	115	16	11	120	84	129	102	144	173	117	159	124	108
Rsph4a	1	51	48	2	0	1	185	0	8	187	5	20	6	1	301	447	21	26	3	12	1	1
Rsph9	2728	1385	1956	2761	739	1260	1628	944	266	415	31	38	50	46	760	604	551	890	213	267	117	140
Rspo1	0	0	1	0	0	0	22	0	156	58	18	2	117	77	237	219	15	8	9	14	22	11
Rspo2	0	0	0	0	0	0	4	0	0	1	0	0	0	6	229	158	23	52	5	8	1	14
Rspo3	0	6	1	9	0	47	163	1	36	41	2	1	0	2	297	445	32	41	11	5	1	1
Rspo4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	30	2	0	0	0	0	0
Rspry1	517	535	834	1128	8	498	459	357	1106	1152	2358	2109	390	301	1632	1570	2898	2339	1463	1000	365	376
Rsrc1	361	883	1144	1311	12	798	455	397	667	882	696	555	360	178	732	1148	992	797	1365	984	760	792
Rsrc2	1010	3241	5062	4544	94	1086	625	341	6278	6987	4583	4844	1211	551	3881	6327	6621	2465	6169	2387	1079	1314
Rsu1	1420	2220	2653	3084	1197	2158	1284	900	1342	1542	8375	8223	2318	1687	1347	1122	4250	4543	1550	1430	906	949
Rtbdn	0	0	2	0	1	0	0	1	6	5	1	0	1	2	363	360	41	29	12	1	1	1
Rtdr1	1	11	11	43	0	0	0	0	1	3	0	1	0	1	11	0	0	0	1	0	0	1
Rtel1	70	410	650	426	7	12	4	4	2698	2620	794	719	397	380	1265	1443	1874	1606	1184	1051	442	498
Rtf1	197	512	587	680	12	10	170	212	1917	2029	2780	2628	1079	610	2978	4261	2711	1703	1476	924	342	494
Rtkn	1154	742	1504	825	16	1133	872	263	1015	734	693	761	157	254	998	866	4619	6147	12022	12154	18506	13163
Rtkn2	53	285	728	779	5	437	6	240	48	112	53	30	11	7	71	51	617	571	2133	1648	1325	1012
Rtl1	0	0	0	0	0	0	4	0	2	2	0	0	4	1	249	79	8	1	3	0	0	2
Rtn1	10560	9984	9566	7507	5662	25326	31085	10302	3015	7402	453	367	3338	3932	67070	50440	17837	22403	22567	24858	4213	6559
Rtn2	879	711	836	817	881	365	286	208	576	1069	138	184	528	545	4899	3448	2554	4911	925	1456	996	1183
Rtn3	6256	3511	4153	5127	1376	8408	7779	3514	20595	24411	9732	7981	9629	7316	62895	47248	29288	24359	32535	22251	27860	27166
Rtn4	2495	2095	2562	2476	1360	3627	2612	877	6133	8149	9547	8787	9007	6189	32079	33596	10638	8253	54097	29531	23817	25255
Rtn4ip1	155	373	784	674	477	128	110	100	856	687	238	191	195	286	685	604	615	642	451	500	328	422
Rtn4r	72	35	69	25	4	264	527	106	89	129	13	3	106	280	1459	971	214	340	60	157	69	198
Rtn4rl1	3	14	30	30	5	904	752	457	21	10	133	127	5784	6696	482	164	428	358	11	6	20	95
Rtn4rl2	3	0	2	1	0	2	4	0	1	2	1	2	24	24	147	90	46	74	10	13	5	55
Rtp3	0	2	0	0	0	0	56	0	0	2	304	309	0	0	4	0	0	0	0	0	0	0
Rtp4	504	253	210	471	1009	860	224	168	118	198	635	497	53	21	12	26	89	52	39	22	16	18
Rttn	0	82	164	197	2	2	70	31	644	652	481	492	283	78	265	320	760	412	401	204	72	99
Rufy1	426	495	593	482	12	438	132	144	1267	1112	1311	1096	1543	1644	562	948	1959	2257	1575	1290	1212	953
Rufy2	165	629	658	723	73	270	265	26	2984	3458	1078	1182	127	86	4642	5581	2790	1406	1995	1237	747	750
Rufy3	2349	4613	6250	5305	1359	788	1682	1237	1529	1986	772	684	573	293	10952	16337	6773	5552	5718	2991	2274	2431
Rufy4	0	0	0	0	0	0	0	0	60	96	0	0	59	27	4	0	1	16	1	0	9	0
Rundc1	12	289	421	421	588	254	226	57	1935	2013	1045	978	825	704	1692	1813	1377	2210	851	1320	648	712
Rundc3a	180	393	443	400	3	98	461	165	4802	4339	336	253	1684	2229	12582	10604	6160	9571	6101	7286	7155	7641
Rundc3b	2	74	144	70	1	7	226	49	28	49	165	132	23	18	2579	2131	761	830	880	978	332	436
Runx1	4	28	9	17	8	480	53	172	1	7	19	15	4010	2656	9	18	384	85	2	1	23	13
Runx1t1	29	193	302	340	2	464	170	67	51	109	37	30	9	11	1948	996	488	143	83	65	4	9
Runx2	0	36	14	24	0	0	2	11	39	68	15	14	10	13	59	45	179	100	55	22	5	6
Runx3	0	13	1	3	1	0	2	0	0	1	1	0	151	33	1	0	9	0	0	1	0	2
Rusc1	1	174	314	219	5	46	294	160	468	745	2162	1742	889	1008	9763	6827	1720	2594	548	791	337	616
Rusc2	166	112	193	110	8	158	75	13	1617	1789	3871	3353	3200	3407	9870	7304	4120	6140	6154	7115	7708	7206
Ruvbl1	355	392	705	802	271	272	233	135	161	222	371	398	360	527	358	356	383	442	188	245	97	136
Ruvbl2	1197	1851	2266	2675	24	1207	552	743	1178	1510	1774	1770	1475	1862	1906	1445	2442	3562	1603	2181	1367	1120
Rwdd1	181	120	98	129	1	176	65	54	334	378	773	958	144	84	699	514	695	1013	661	559	378	372
Rwdd2a	153	181	265	352	3	354	187	267	72	105	135	140	80	54	459	280	229	275	96	50	62	65
Rwdd2b	0	139	316	207	2	2	2	88	270	238	350	347	153	126	465	378	226	403	514	610	550	437
Rwdd3	1579	729	1053	792	6	817	257	259	270	210	10	12	32	13	317	248	297	123	113	27	14	34
Rwdd4a	560	474	436	499	93	373	283	43	894	1074	1080	1027	307	203	950	841	1596	1285	1262	1128	551	523
Rxfp1	0	0	0	0	0	0	0	0	2	2	0	7	0	0	281	432	7	0	0	0	0	2
Rxfp2	0	0	12	0	0	0	0	0	0	1	3	8	0	7	22	18	0	4	0	0	0	0
Rxfp3	0	1	0	0	0	0	2	0	0	1	4	2	0	0	58	60	35	31	2	0	0	4
Rxfp4	0	0	2	0	0	0	0	0	0	0	29	18	0	0	1	1	0	0	0	0	1	0
Rxra	120	195	300	384	49	495	468	173	395	513	1524	1257	9092	8244	2363	1810	1543	3044	592	1423	510	1008
Rxrb	309	253	317	281	128	96	416	68	1248	1189	3401	3227	6608	7529	2994	2205	2633	4460	2010	2549	2314	2140
Rxrg	1	32	51	49	0	0	0	0	334	416	15	15	23	9	321	341	736	1077	118	167	0	38
Rybp	6	121	269	191	37	179	121	24	726	950	2023	1993	427	279	1478	1186	932	623	1467	1110	436	552
Ryk	503	639	946	953	684	243	406	239	2819	2695	3422	3238	780	478	1523	1265	2786	3315	1416	1372	713	760
Ryr1	274	373	411	458	2	117	249	6	337	870	5	0	37	26	519	635	24	65	10	35	0	17
Ryr2	19	35	70	47	60	1061	2450	414	85	197	40	56	80	66	1091	2160	1546	1143	366	266	10	122
Ryr3	0	0	13	48	0	46	356	0	18	31	24	7	9	47	558	1400	3799	1378	805	335	2	26
S100a1	8759	5960	7451	10071	5480	11039	5977	4096	2215	1831	1023	1152	719	676	173	472	12915	20791	8415	14929	2737	2734
S100a10	4354	1764	2317	3726	265	585	435	266	14	35	217	248	410	320	434	245	65	176	7	15	32	55
S100a11	1381	604	660	1173	259	758	201	86	9	15	1246	1251	41	64	23	16	48	59	3	1	6	8
S100a13	2977	1837	2505	2619	1815	4467	1924	1490	699	610	4430	5139	531	703	87	235	4294	5576	3600	4573	1765	1668
S100a14	377	30	48	50	88	53	57	89	15	16	12	15	1	0	1	6	13	13	41	116	24	20
S100a16	13127	8591	15483	15218	8845	13614	9813	4524	6858	6469	15744	17230	302	447	887	989	27593	51814	16161	25914	13748	12203
S100a3	4	2	4	5	5	0	2	2	16	29	0	0	0	0	10	12	524	877	202	308	7	6
S100a4	152	96	123	138	177	201	38	26	134	132	41	35	178	196	29	38	794	1362	297	454	13	47
S100a6	3567	2273	2843	4043	819	2393	936	607	974	916	85	89	219	363	90	150	2857	5267	3032	4907	2691	2318
S100a7a	0	1	5	1	0	0	1	0	41	37	0	0	0	0	0	4	41	34	32	14	15	7
S100a8	0	0	0	1	0	0	0	0	1	2	42	91	433	600	0	0	68	1	14	1	5	1
S100a9	2	1	0	0	1	0	1	1	1	0	50	165	1077	1111	0	0	165	16	3	4	11	6
S100b	313	629	1231	849	1552	6675	2568	2448	4136	2100	78	70	317	322	528	885	9147	10828	23422	25843	44617	34688
S100pbp	0	82	191	142	0	109	153	30	784	720	389	449	155	158	891	478	552	353	338	161	72	53
S1pr1	4156	6315	6040	11234	4985	10572	6305	2373	53536	37679	28676	24875	1211	627	1529	1715	6774	3914	320	292	189	1397
S1pr2	24	27	70	60	4	39	90	4	240	332	158	117	1101	1244	141	87	1292	1712	259	360	24	50
S1pr3	472	1187	1846	1705	9	776	797	162	547	1565	1486	2009	7	22	275	165	325	415	26	24	8	15
S1pr4	2	13	13	0	0	7	58	4	1	1	342	384	1204	681	7	5	41	0	1	4	0	3
S1pr5	439	107	231	68	217	354	232	96	5	2	1	4	27	35	27	31	82	89	6051	4038	11339	8187
Saal1	1207	927	1240	1151	11	51	253	160	587	599	403	512	306	374	683	468	1140	1340	590	583	172	235
Sac3d1	176	32	75	89	28	45	15	12	212	221	486	459	310	406	493	315	335	588	304	363	405	349
Sacm1l	284	1262	1493	1934	829	787	1199	339	2500	3012	3452	3211	666	334	2961	3734	2300	1131	2198	1004	671	771
Sacs	1	74	28	54	1	23	2	3	289	306	235	215	5	7	213	423	392	146	151	67	9	32
Sae1	1917	2479	3261	4711	1121	680	1358	385	1650	2227	3820	3624	1705	1460	4987	4175	3610	4870	2150	2415	1077	1129
Safb	141	311	287	439	13	38	160	113	6462	6508	2354	2011	2826	1664	5263	8084	5288	3292	4000	3075	1228	1504
Safb2	12	331	357	376	9	93	69	35	6611	6204	1585	1398	4563	2473	3210	4836	4470	2042	4104	2608	1012	1171
Sag	0	5	0	0	0	0	53	0	15	5	18	22	109	95	18	9	7	10	7	1	9	18
Sall1	335	798	1293	2239	17	1265	799	443	3866	3913	38	43	11500	8638	1634	842	2446	1331	904	344	1234	1311
Sall2	428	880	1342	1510	8	119	570	396	6829	5105	43	19	718	1046	3455	2425	3924	4512	857	1036	455	438
Sall3	2	63	105	105	2	229	220	309	6618	8571	16	15	2721	3208	1274	798	3863	3898	790	1082	9	24
Samd1	163	184	184	253	2	1	192	5	889	828	899	870	1178	1476	1316	1055	1407	2333	1515	2099	2019	1513
Samd10	414	386	380	417	7	5	7	184	56	94	450	412	79	93	2161	1209	441	656	128	129	65	79
Samd12	0	56	84	65	4	0	24	0	2	3	116	165	4	1	180	247	207	190	42	33	11	8
Samd14	416	191	313	278	3	2	162	2	1974	2529	88	81	383	391	11291	7512	3640	5949	1314	1797	315	578
Samd3	0	10	12	1	3	261	0	0	0	1	0	0	1	0	496	651	1	2	1	0	0	4
Samd4	290	161	285	244	2	340	189	50	1119	1008	250	239	89	35	1825	2322	1807	1578	730	706	715	523
Samd5	52	106	204	325	3	5	5	2	96	169	263	292	0	5	436	298	392	219	101	79	7	27
Samd8	1775	2387	3240	3785	191	4219	3947	1303	3698	4721	3570	3232	1914	1113	7514	6734	6061	4470	9016	4859	3966	4270
Samd9l	6	101	48	144	61	3	0	14	23	26	2586	2413	13	8	9	24	120	55	14	13	10	2
Samhd1	7	248	339	460	274	690	340	330	901	862	2631	2247	2566	1608	959	851	1709	1255	482	398	150	187
Samm50	542	443	831	1130	165	563	221	355	2455	2254	3910	3889	3404	3637	3444	3048	2331	3294	2201	2926	2230	2173
Samsn1	2	34	5	47	1807	476	378	380	10	10	2628	2629	1599	713	5	10	452	83	1	5	5	10
Sap130	38	395	412	644	23	473	122	111	2720	2577	2335	1955	1385	1170	2644	3669	2079	2236	1097	1607	345	496
Sap18	370	1006	1301	1633	11	1188	593	460	357	467	765	772	513	416	1207	1053	922	1231	939	977	873	862
Sap30	181	163	175	243	7	40	0	59	820	1060	437	399	3989	2078	415	280	1018	827	399	399	117	95
Sap30bp	1443	1761	2742	3065	202	718	1068	626	869	965	1592	1651	1640	1574	1750	1788	1190	2426	1525	2202	2735	2117
Sap30l	14	94	137	136	1	28	57	72	784	564	685	710	705	700	1062	875	1026	1555	752	886	896	753
Sar1a	1253	3778	4523	5507	2416	2501	2561	1398	4368	5633	12657	12514	6625	4590	8042	6737	7646	9372	7533	8824	5089	5813
Sar1b	7689	5387	6912	7915	3324	7241	4940	2516	1976	2466	4540	4582	1399	967	2506	2262	3988	4175	4632	4534	2989	2513
Sardh	309	422	508	499	1	729	212	1	4773	3692	1225	1298	1404	1661	335	339	880	946	317	494	217	358
Sarm1	6	189	322	512	4	105	218	7	617	841	23	21	277	274	7500	6132	1984	2410	749	950	413	456
Sarnp	1217	741	851	987	442	400	214	126	175	190	357	369	58	31	328	276	284	214	210	108	159	116
Sars	4683	6600	9512	10755	1551	4447	3174	1306	3245	2861	7322	7563	6537	6696	10483	11214	6158	9816	5176	6597	7848	6718
Sars2	173	310	359	475	3	1	166	5	621	465	418	469	448	528	563	470	609	905	695	850	494	407
Sart1	116	231	255	376	8	190	210	89	2511	2527	2363	2062	3328	2780	3359	3055	2528	2634	1941	2165	1296	1164
Sart3	61	361	277	291	10	230	93	11	2874	3013	1346	1100	2615	2346	1730	2505	2574	2581	2118	2127	1178	1475
Sash1	310	285	305	564	184	609	357	135	28248	25620	10588	8809	753	310	3334	4932	12387	11851	9451	14825	1360	2094
Sash3	2	4	24	39	12	224	413	600	7	2	16	14	7672	9811	12	16	349	218	15	15	43	40
Sass6	381	512	703	839	7	8	20	70	199	261	317	276	37	31	212	151	297	141	247	49	120	137
Sat1	2418	2824	3407	3726	641	4327	1531	1243	15553	11756	19878	19535	33416	22023	973	917	3816	2419	1378	1393	1156	1181
Sat2	765	295	312	429	163	3	122	87	507	550	164	175	74	63	512	350	601	629	443	449	386	268
Satb1	583	1344	1316	1606	19	588	267	84	3095	4016	360	300	318	188	2935	2150	4946	3506	2990	1755	785	837
Satb2	0	24	24	17	0	0	0	0	29	61	44	43	42	24	885	831	119	79	34	60	16	73
Sav1	331	84	173	116	1	200	63	88	1728	2006	3814	3598	1041	498	781	625	1066	842	681	682	390	481
Sbds	1854	2955	4245	4633	27	2133	1432	694	1455	1599	4627	4373	2025	1440	1406	1632	2507	2455	4863	3593	4644	4209
Sbf1	259	587	946	746	22	838	681	359	7153	7472	2860	2607	6588	7044	8235	6794	5743	8696	25555	24775	41869	32914
Sbf2	258	752	801	1175	11	1068	351	334	5101	5396	7329	6690	2742	1782	3818	6199	9769	9057	5658	4903	1656	1823
Sbk1	1293	1228	1546	1502	15	429	157	45	2640	2962	93	78	1050	1217	20815	12795	7073	13305	7119	10517	7432	7285
Sbk2	0	7	0	0	0	0	0	1	1	0	5	0	0	0	2	1	1	3	4	6	0	2
Sbno1	1025	2896	3623	3529	43	1170	4116	953	7011	7566	3536	3348	2034	1095	4251	4816	5344	2279	4108	2217	745	876
Sbno2	53	119	100	208	8	67	245	10	2418	3675	2991	2906	10049	8595	1124	964	1093	885	956	1108	596	732
Sbsn	949	229	387	337	295	235	256	303	92	138	47	59	17	6	280	309	96	38	82	34	54	44
Sc5d	2735	2317	3305	3899	1505	3035	1881	586	7278	8084	864	854	2220	1177	3079	2669	2725	2623	6555	4599	4548	5515
Scaf1	107	303	332	491	17	181	228	238	4148	3809	3032	2680	5434	6336	8081	5518	4138	5867	4806	5232	3732	4166
Scaf11	526	1097	1351	1644	30	314	872	368	4609	5516	5821	5168	1846	1062	1781	4101	5207	3107	4233	2519	1250	1445
Scaf4	13	69	144	172	378	8	68	14	2613	2596	1266	1140	1323	867	1926	1738	1914	1158	1433	1104	359	479
Scaf8	322	464	714	786	102	175	49	129	4813	5359	3378	3126	1615	936	5109	5158	3713	2901	2935	2737	720	1010
Scai	264	886	807	1073	31	565	651	157	2932	5532	2074	2353	124	78	7655	5878	5214	1194	1875	417	100	212
Scamp1	1137	2147	2853	3771	1390	4381	5288	1266	3111	3648	7789	7412	2533	1835	10007	11045	7836	5016	5594	3532	1685	2113
Scamp2	2151	3183	3509	4814	1132	4209	1488	1238	3460	3139	1692	1385	23009	24006	887	673	4659	4299	5134	6444	1850	2087
Scamp3	1224	2105	2491	2837	972	3041	2779	1272	2896	2633	1647	1558	2634	2941	2699	2146	2300	2977	2463	2639	2018	1988
Scamp4	1518	3279	3794	4654	1962	3903	2700	1194	1061	1034	1582	1314	2320	2186	1370	1142	1381	2051	2705	3674	3545	3510
Scamp5	822	533	984	762	1035	2376	1691	666	7805	7045	192	209	11359	13330	22849	15532	16558	24543	17906	21428	20516	20847
Scand1	14	7	13	11	3	11	4	0	365	389	1445	1404	1898	2103	1025	760	1106	1864	731	1218	982	1050
Scap	659	369	405	388	136	883	525	432	6909	6457	3351	3000	4314	5475	6008	4676	5678	8202	5697	7791	8085	7250
